Date,Open,High,Low,Close,Volume,Adj Close
2015-04-08,28.76,29.39,27.98,28.15,17338100,28.15
2015-04-07,28.51,28.97,28.50,28.76,15608400,28.76
2015-04-06,28.73,28.73,28.73,28.73,000,28.73
2015-04-03,28.15,28.75,27.75,28.73,14721800,28.73
2015-04-02,27.99,28.76,27.92,28.25,15052500,28.25
2015-04-01,27.30,27.89,27.30,27.87,17121600,27.87
2015-03-31,27.35,27.72,27.13,27.36,16209800,27.36
2015-03-30,26.65,27.50,26.65,27.32,19815800,27.32
2015-03-27,26.49,26.76,26.16,26.64,11439400,26.64
2015-03-26,26.64,26.86,26.40,26.47,12134800,26.47
2015-03-25,26.51,26.84,26.33,26.67,16186600,26.67
2015-03-24,27.00,27.07,25.95,26.55,18430800,26.55
2015-03-23,26.40,27.12,26.11,26.94,19758500,26.94
2015-03-20,26.42,26.58,26.08,26.33,12544800,26.33
2015-03-19,26.54,26.80,26.23,26.49,12749200,26.49
2015-03-18,26.40,26.65,26.14,26.60,13741400,26.60
2015-03-17,26.41,26.75,26.11,26.31,16965200,26.31
2015-03-16,25.58,26.39,25.58,26.31,17384300,26.31
2015-03-13,25.21,25.61,25.07,25.57,7896200,25.57
2015-03-12,25.30,25.59,25.01,25.13,7373500,25.13
2015-03-11,25.64,25.89,25.21,25.26,8166200,25.26
2015-03-10,25.40,26.08,25.40,25.63,10200000,25.63
2015-03-09,25.08,25.85,24.75,25.60,10892700,25.60
2015-03-06,25.66,25.97,25.00,25.05,12547100,25.05
2015-03-05,25.37,26.25,25.37,25.65,21290200,25.65
2015-03-04,24.72,25.34,24.72,25.31,20989000,25.31
2015-03-03,24.61,25.32,24.42,24.91,17402800,24.91
2015-03-02,24.45,24.66,24.10,24.61,11049000,24.61
2015-02-27,24.39,24.50,24.25,24.34,6211300,24.34
2015-02-26,23.86,24.45,23.86,24.39,8125600,24.39
2015-02-25,24.11,24.11,23.65,23.82,8046200,23.82
2015-02-24,24.05,24.05,24.05,24.05,000,24.05
2015-02-23,24.05,24.05,24.05,24.05,000,24.05
2015-02-20,24.05,24.05,24.05,24.05,000,24.05
2015-02-19,24.05,24.05,24.05,24.05,000,24.05
2015-02-18,24.05,24.05,24.05,24.05,000,24.05
2015-02-17,24.08,24.27,24.01,24.05,5325100,24.05
2015-02-16,23.73,24.20,23.70,24.05,7074600,24.05
2015-02-13,23.67,24.11,23.67,23.77,7690900,23.77
2015-02-12,23.54,23.71,23.30,23.65,6210500,23.65
2015-02-11,22.98,23.58,22.94,23.52,8272100,23.52
2015-02-10,23.18,23.29,22.71,22.97,9765600,22.97
2015-02-09,23.23,23.38,23.10,23.18,3725800,23.18
2015-02-06,23.88,23.93,23.06,23.24,8973600,23.24
2015-02-05,24.39,24.39,23.91,23.92,4647200,23.92
2015-02-04,24.70,24.74,24.02,24.18,7380800,24.18
2015-02-03,24.46,24.65,24.32,24.62,4456400,24.62
2015-02-02,24.50,24.70,24.22,24.34,3895300,24.34
2015-01-30,24.73,24.82,24.50,24.52,2891000,24.52
2015-01-29,24.99,24.99,24.56,24.62,6869300,24.62
2015-01-28,25.10,25.35,24.91,25.03,7098300,25.03
2015-01-27,25.21,25.23,24.80,25.10,5875100,25.10
2015-01-26,24.63,25.25,24.56,25.17,9587400,25.17
2015-01-23,24.92,25.03,24.50,24.63,8302100,24.63
2015-01-22,24.95,25.16,24.72,24.97,8378200,24.97
2015-01-21,24.13,24.90,24.06,24.80,12722700,24.80
2015-01-20,23.70,24.15,23.68,24.15,8061600,24.15
2015-01-19,23.93,24.56,23.50,23.62,11506000,23.62
2015-01-16,24.34,24.48,24.00,24.16,5094700,24.16
2015-01-15,24.44,24.65,24.26,24.33,3561800,24.33
2015-01-14,24.27,24.60,24.17,24.40,4672400,24.40
2015-01-13,23.87,24.55,23.70,24.27,7255400,24.27
2015-01-12,24.28,24.28,23.56,23.89,7076100,23.89
2015-01-09,24.25,24.65,24.19,24.34,5516400,24.34
2015-01-08,24.24,24.65,24.24,24.33,5383700,24.33
2015-01-07,24.48,24.48,24.01,24.22,5503400,24.22
2015-01-06,23.50,24.94,23.36,24.52,14065800,24.52
2015-01-05,22.83,23.88,22.69,23.71,10679800,23.71
2015-01-02,23.08,23.08,23.08,23.08,000,23.08
2015-01-01,23.08,23.08,23.08,23.08,000,23.08
2014-12-31,23.18,23.18,22.75,23.08,6499200,23.08
2014-12-30,23.21,23.44,23.07,23.09,4903200,23.09
2014-12-29,23.78,23.78,23.00,23.21,7450500,23.21
2014-12-26,23.98,24.11,23.75,23.83,3685900,23.83
2014-12-25,23.70,24.24,23.70,23.97,3501500,23.97
2014-12-24,23.70,24.11,23.42,23.65,6477400,23.65
2014-12-23,23.07,23.60,23.07,23.19,3881900,23.19
2014-12-22,24.09,24.09,22.95,23.02,9098600,23.02
2014-12-19,24.61,24.68,23.94,24.09,8999300,24.09
2014-12-18,24.73,25.01,24.61,24.68,6444700,24.68
2014-12-17,25.53,25.58,24.73,24.91,8424800,24.91
2014-12-16,25.46,25.55,25.34,25.52,7353500,25.52
2014-12-15,24.97,25.84,24.90,25.77,11847600,25.77
2014-12-12,24.90,25.10,24.75,25.00,4585800,25.00
2014-12-11,25.03,25.28,24.73,24.94,7410800,24.94
2014-12-10,24.25,25.22,24.22,25.03,10770700,25.03
