Date,Open,High,Low,Close,Volume,Adj Close
2015-04-08,13.42,14.01,13.15,13.89,21394600,13.89
2015-04-07,12.84,13.67,12.78,13.42,17385400,13.42
2015-04-06,12.84,12.84,12.84,12.84,000,12.84
2015-04-03,12.49,12.87,12.26,12.84,13025000,12.84
2015-04-02,12.63,12.65,12.22,12.49,15714200,12.49
2015-04-01,12.54,12.73,12.40,12.63,14123300,12.63
2015-03-31,13.29,13.29,12.38,12.54,20458400,12.54
2015-03-30,12.37,13.39,12.30,13.05,18098000,13.05
2015-03-27,12.38,12.46,12.15,12.29,11142600,12.29
2015-03-26,11.73,12.48,11.64,12.26,22918100,12.26
2015-03-25,11.20,12.18,11.00,11.79,20827000,11.79
2015-03-24,11.33,11.40,10.85,11.28,17716100,11.28
2015-03-23,11.28,11.48,11.15,11.33,15249700,11.33
2015-03-20,11.12,11.30,10.94,11.22,14624900,11.22
2015-03-19,10.83,11.26,10.66,11.16,19897300,11.16
2015-03-18,10.82,10.90,10.65,10.87,17102100,10.87
2015-03-17,10.57,10.98,10.52,10.83,21278800,10.83
2015-03-16,10.30,10.62,10.29,10.56,12582400,10.56
2015-03-13,10.40,10.45,10.17,10.27,7825700,10.27
2015-03-12,10.60,10.82,10.25,10.42,12150800,10.42
2015-03-11,10.38,10.66,10.23,10.60,13058100,10.60
2015-03-10,10.15,10.47,10.06,10.38,8558600,10.38
2015-03-09,9.90,10.18,9.86,10.16,10722900,10.16
2015-03-06,10.37,10.54,10.00,10.04,10672900,10.04
2015-03-05,10.30,10.45,10.25,10.36,10630800,10.36
2015-03-04,10.14,10.45,10.06,10.37,10939700,10.37
2015-03-03,10.23,10.47,10.01,10.14,13889500,10.14
2015-03-02,9.92,10.65,9.82,10.33,22248000,10.33
2015-02-27,9.27,10.18,9.26,10.11,18960500,10.11
2015-02-26,9.22,9.30,9.12,9.26,6083200,9.26
2015-02-25,9.22,9.36,9.14,9.25,6987200,9.25
2015-02-24,9.19,9.19,9.19,9.19,000,9.19
2015-02-23,9.19,9.19,9.19,9.19,000,9.19
2015-02-20,9.19,9.19,9.19,9.19,000,9.19
2015-02-19,9.19,9.19,9.19,9.19,000,9.19
2015-02-18,9.19,9.19,9.19,9.19,000,9.19
2015-02-17,9.25,9.28,9.14,9.19,4399500,9.19
2015-02-16,9.08,9.27,9.06,9.23,8465100,9.23
2015-02-13,9.05,9.20,9.02,9.08,8125900,9.08
2015-02-12,9.02,9.25,8.91,9.04,10386800,9.04
2015-02-11,8.73,9.11,8.73,9.00,8760900,9.00
2015-02-10,8.59,8.77,8.51,8.73,3446900,8.73
2015-02-09,8.60,8.72,8.35,8.61,4547300,8.61
2015-02-06,8.80,8.89,8.59,8.63,3530700,8.63
2015-02-05,8.86,9.00,8.75,8.86,4862700,8.86
2015-02-04,8.68,8.88,8.62,8.83,3860300,8.83
2015-02-03,8.56,8.71,8.49,8.68,4193800,8.68
2015-02-02,8.43,8.70,8.33,8.55,6033900,8.55
2015-01-30,8.94,9.00,8.72,8.73,4765900,8.73
2015-01-29,8.93,9.12,8.90,8.94,4596800,8.94
2015-01-28,9.15,9.15,9.00,9.06,5256700,9.06
2015-01-27,9.00,9.30,8.97,9.15,10923600,9.15
2015-01-26,8.65,9.02,8.61,9.01,8340300,9.01
2015-01-23,8.85,8.85,8.62,8.69,6001700,8.69
2015-01-22,8.65,8.91,8.64,8.83,9448300,8.83
2015-01-21,8.45,8.75,8.43,8.72,9581500,8.72
2015-01-20,8.12,8.58,8.09,8.52,8653500,8.52
2015-01-19,8.00,8.45,7.77,8.09,6065100,8.09
2015-01-16,8.15,8.26,8.05,8.26,4196900,8.26
2015-01-15,8.06,8.18,8.06,8.15,2350800,8.15
2015-01-14,8.10,8.13,8.04,8.09,2264300,8.09
2015-01-13,8.01,8.18,8.00,8.07,2401600,8.07
2015-01-12,8.38,8.38,8.02,8.06,4793100,8.06
2015-01-09,8.40,8.68,8.39,8.41,6074400,8.41
2015-01-08,8.28,8.76,8.16,8.54,8689300,8.54
2015-01-07,8.25,8.38,8.15,8.26,4234000,8.26
2015-01-06,7.93,8.36,7.80,8.29,7969000,8.29
2015-01-05,7.82,7.98,7.73,7.95,4176400,7.95
2015-01-02,7.78,7.78,7.78,7.78,000,7.78
2015-01-01,7.78,7.78,7.78,7.78,000,7.78
2014-12-31,7.72,7.79,7.55,7.78,3307600,7.78
2014-12-30,7.98,7.99,7.67,7.74,3355600,7.74
2014-12-29,8.17,8.17,7.85,7.91,4432000,7.91
2014-12-26,8.08,8.21,8.08,8.17,3225300,8.17
2014-12-25,8.07,8.19,7.99,8.14,4420000,8.14
2014-12-24,7.90,8.05,7.84,8.01,3972800,8.01
2014-12-23,7.90,8.03,7.78,7.82,4497600,7.82
2014-12-22,8.53,8.53,7.73,7.80,10428500,7.80
2014-12-19,8.87,8.88,8.48,8.58,6231900,8.58
2014-12-18,8.88,9.05,8.82,8.87,4034900,8.87
2014-12-17,9.03,9.09,8.82,8.89,6542200,8.89
2014-12-16,9.18,9.20,9.09,9.11,5851900,9.11
2014-12-15,9.13,9.29,9.02,9.28,6239800,9.28
2014-12-12,9.03,9.18,9.02,9.16,5353200,9.16
2014-12-11,8.96,9.13,8.91,9.10,5581400,9.10
2014-12-10,8.69,9.05,8.65,9.03,5532700,9.03
