Date,Open,High,Low,Close,Volume,Adj Close
2015-04-08,9.62,9.62,9.12,9.32,54069300,9.32
2015-04-07,9.28,9.80,9.28,9.62,59352300,9.62
2015-04-06,9.23,9.23,9.23,9.23,000,9.23
2015-04-03,9.22,9.38,9.08,9.23,44081600,9.23
2015-04-02,9.08,9.34,8.96,9.25,58415900,9.25
2015-04-01,8.81,9.12,8.75,9.02,56797300,9.02
2015-03-31,8.62,9.06,8.53,8.79,89106100,8.79
2015-03-30,8.44,8.64,8.43,8.58,43485300,8.58
2015-03-27,8.53,8.56,8.35,8.44,31398200,8.44
2015-03-26,8.39,8.72,8.30,8.56,47330100,8.56
2015-03-25,8.37,8.64,8.23,8.45,49984900,8.45
2015-03-24,8.45,8.58,8.20,8.38,57519000,8.38
2015-03-23,8.24,8.66,8.14,8.50,67726400,8.50
2015-03-20,8.29,8.36,8.17,8.24,35902700,8.24
2015-03-19,8.25,8.49,8.18,8.29,49717300,8.29
2015-03-18,8.07,8.25,8.07,8.23,40669200,8.23
2015-03-17,8.15,8.27,8.01,8.12,40582600,8.12
2015-03-16,7.86,8.15,7.86,8.12,38715600,8.12
2015-03-13,7.90,7.95,7.78,7.86,22586200,7.86
2015-03-12,7.81,8.04,7.77,7.87,26853200,7.87
2015-03-11,7.92,7.93,7.77,7.82,31022600,7.82
2015-03-10,7.95,8.15,7.91,7.96,49196200,7.96
2015-03-09,7.91,7.98,7.73,7.93,30382400,7.93
2015-03-06,7.99,8.07,7.78,7.90,44296800,7.90
2015-03-05,7.88,8.07,7.83,7.96,68745800,7.96
2015-03-04,7.40,8.09,7.30,8.08,122365100,8.08
2015-03-03,7.62,7.63,7.32,7.35,46724400,7.35
2015-03-02,7.52,7.73,7.40,7.62,46915100,7.62
2015-02-27,7.42,7.59,7.34,7.47,45211000,7.47
2015-02-26,7.40,7.47,7.29,7.41,35029100,7.41
2015-02-25,7.26,7.45,7.20,7.41,31097500,7.41
2015-02-24,7.25,7.25,7.25,7.25,000,7.25
2015-02-23,7.25,7.25,7.25,7.25,000,7.25
2015-02-20,7.25,7.25,7.25,7.25,000,7.25
2015-02-19,7.25,7.25,7.25,7.25,000,7.25
2015-02-18,7.25,7.25,7.25,7.25,000,7.25
2015-02-17,7.04,7.44,7.04,7.25,47535800,7.25
2015-02-16,6.94,7.05,6.94,7.04,19802000,7.04
2015-02-13,6.80,6.94,6.80,6.93,20467400,6.93
2015-02-12,6.78,6.82,6.69,6.77,15579000,6.77
2015-02-11,6.86,6.94,6.75,6.78,21492800,6.78
2015-02-10,6.80,6.92,6.80,6.86,11432500,6.86
2015-02-09,6.77,6.88,6.70,6.81,11175000,6.81
2015-02-06,6.99,7.06,6.76,6.81,23811200,6.81
2015-02-05,7.30,7.32,7.00,7.01,29557000,7.01
2015-02-04,7.26,7.43,7.21,7.24,32227400,7.24
2015-02-03,7.28,7.36,7.23,7.28,29960200,7.28
2015-02-02,7.03,7.33,6.98,7.27,33185400,7.27
2015-01-30,7.22,7.31,7.05,7.08,26865300,7.08
2015-01-29,7.21,7.38,7.13,7.21,32977300,7.21
2015-01-28,7.35,7.42,7.25,7.28,49615700,7.28
2015-01-27,7.17,7.63,7.11,7.45,95286100,7.45
2015-01-26,6.95,7.18,6.90,7.15,45035300,7.15
2015-01-23,6.95,7.09,6.86,6.92,34321800,6.92
2015-01-22,6.75,6.99,6.74,6.95,28116000,6.95
2015-01-21,6.61,6.79,6.59,6.78,23585100,6.78
2015-01-20,6.45,6.66,6.40,6.61,28678400,6.61
2015-01-19,6.80,6.92,6.39,6.39,50583300,6.39
2015-01-16,7.10,7.23,7.05,7.10,31837500,7.10
2015-01-15,7.11,7.26,6.97,7.15,54250800,7.15
2015-01-14,7.16,7.18,6.99,7.08,37237900,7.08
2015-01-13,6.82,7.17,6.76,7.16,54587600,7.16
2015-01-12,6.89,7.08,6.75,6.88,33965200,6.88
2015-01-09,6.94,7.15,6.91,6.92,42585700,6.92
2015-01-08,6.99,7.16,6.86,6.94,49073500,6.94
2015-01-07,6.88,7.05,6.81,6.99,38641200,6.99
2015-01-06,6.66,6.96,6.66,6.95,51820800,6.95
2015-01-05,6.45,6.70,6.40,6.66,29324400,6.66
2015-01-02,6.52,6.52,6.52,6.52,000,6.52
2015-01-01,6.52,6.52,6.52,6.52,000,6.52
2014-12-31,6.66,6.66,6.40,6.52,26726600,6.52
2014-12-30,6.61,6.83,6.61,6.74,25221600,6.74
2014-12-29,6.76,6.78,6.56,6.63,26910800,6.63
2014-12-26,6.86,6.86,6.69,6.79,25943400,6.79
2014-12-25,6.81,6.87,6.75,6.85,26920300,6.85
2014-12-24,6.60,6.82,6.54,6.80,22850100,6.80
2014-12-23,6.63,6.72,6.51,6.55,19703700,6.55
2014-12-22,6.77,6.95,6.51,6.59,38555400,6.59
2014-12-19,7.03,7.03,6.68,6.83,42137000,6.83
2014-12-18,7.08,7.16,7.00,7.05,44600200,7.05
2014-12-17,6.97,7.27,6.90,7.15,75617900,7.15
2014-12-16,6.99,7.02,6.91,6.94,35256100,6.94
2014-12-15,6.95,6.99,6.81,6.95,48206900,6.95
2014-12-12,6.82,7.16,6.82,6.86,67215400,6.86
2014-12-11,6.52,6.70,6.52,6.65,38226500,6.65
2014-12-10,6.30,6.56,6.15,6.51,37365500,6.51
