Date,Open,High,Low,Close,Volume,Adj Close
2015-04-08,12.09,12.94,11.86,12.61,73905300,12.61
2015-04-07,12.52,12.67,12.18,12.20,94700200,12.20
2015-04-06,11.52,11.52,11.52,11.52,000,11.52
2015-04-03,10.80,11.68,10.80,11.52,79055100,11.52
2015-04-02,10.47,10.82,10.39,10.79,47476700,10.79
2015-04-01,10.28,10.48,10.21,10.42,26319400,10.42
2015-03-31,10.69,10.83,10.30,10.32,43676700,10.32
2015-03-30,10.56,10.76,10.39,10.68,35369700,10.68
2015-03-27,10.29,10.68,10.25,10.52,33903100,10.52
2015-03-26,10.25,10.42,10.15,10.29,30177900,10.29
2015-03-25,10.46,10.46,10.22,10.32,30711300,10.32
2015-03-24,10.85,10.98,10.10,10.48,45117300,10.48
2015-03-23,10.47,10.86,10.47,10.66,34408900,10.66
2015-03-20,10.46,10.58,10.35,10.46,29614300,10.46
2015-03-19,10.24,10.70,10.17,10.51,42131200,10.51
2015-03-18,10.03,10.28,9.94,10.24,32023300,10.24
2015-03-17,9.98,10.14,9.82,10.02,32820900,10.02
2015-03-16,9.65,10.00,9.61,9.94,37737000,9.94
2015-03-13,9.68,9.76,9.52,9.60,18662700,9.60
2015-03-12,9.64,9.85,9.60,9.70,29069200,9.70
2015-03-11,9.60,9.67,9.41,9.65,26631200,9.65
2015-03-10,9.75,9.75,9.55,9.62,30017600,9.62
2015-03-09,9.63,9.89,9.55,9.73,31308900,9.73
2015-03-06,9.43,9.84,9.42,9.50,34492200,9.50
2015-03-05,9.55,9.63,9.23,9.34,23238900,9.34
2015-03-04,9.30,9.40,9.17,9.40,23678800,9.40
2015-03-03,9.22,9.65,9.10,9.38,41319900,9.38
2015-03-02,9.30,9.34,9.15,9.30,26824300,9.30
2015-02-27,9.03,9.29,8.96,9.18,23025000,9.18
2015-02-26,9.00,9.02,8.86,8.97,12282900,8.97
2015-02-25,8.93,9.04,8.81,8.93,11755100,8.93
2015-02-24,8.90,8.90,8.90,8.90,000,8.90
2015-02-23,8.90,8.90,8.90,8.90,000,8.90
2015-02-20,8.90,8.90,8.90,8.90,000,8.90
2015-02-19,8.90,8.90,8.90,8.90,000,8.90
2015-02-18,8.90,8.90,8.90,8.90,000,8.90
2015-02-17,8.90,8.97,8.84,8.90,9595200,8.90
2015-02-16,8.65,8.92,8.65,8.89,14083300,8.89
2015-02-13,8.49,8.67,8.47,8.62,9015200,8.62
2015-02-12,8.44,8.50,8.42,8.44,6028400,8.44
2015-02-11,8.41,8.46,8.35,8.45,5672000,8.45
2015-02-10,8.30,8.41,8.25,8.40,4737600,8.40
2015-02-09,8.38,8.42,8.16,8.34,6474900,8.34
2015-02-06,8.55,8.57,8.24,8.35,12141500,8.35
2015-02-05,8.81,8.84,8.57,8.59,10441600,8.59
2015-02-04,8.89,8.89,8.70,8.70,10912000,8.70
2015-02-03,8.82,8.90,8.76,8.88,10043400,8.88
2015-02-02,8.77,8.88,8.70,8.83,8927300,8.83
2015-01-30,8.99,9.06,8.75,8.91,12547400,8.91
2015-01-29,9.07,9.11,8.90,8.92,15373700,8.92
2015-01-28,9.46,9.50,9.12,9.16,32774000,9.16
2015-01-27,9.10,9.24,8.84,9.18,30252100,9.18
2015-01-26,8.80,9.20,8.72,9.16,32945200,9.16
2015-01-23,8.98,9.02,8.65,8.70,22231800,8.70
2015-01-22,8.65,8.85,8.58,8.81,19302900,8.81
2015-01-21,8.43,8.75,8.42,8.68,18042800,8.68
2015-01-20,8.20,8.46,8.19,8.43,10370900,8.43
2015-01-19,8.31,8.53,8.01,8.18,16509400,8.18
2015-01-16,8.88,9.00,8.64,8.68,25159200,8.68
2015-01-15,8.41,8.53,8.26,8.49,12176600,8.49
2015-01-14,8.39,8.39,8.17,8.32,9555900,8.32
2015-01-13,8.23,8.41,8.17,8.40,8379400,8.40
2015-01-12,8.20,8.48,8.07,8.32,12976400,8.32
2015-01-09,8.52,8.52,8.36,8.37,10266200,8.37
2015-01-08,8.70,8.70,8.50,8.53,11030200,8.53
2015-01-07,8.76,8.85,8.58,8.70,13253200,8.70
2015-01-06,8.59,8.89,8.40,8.79,19948100,8.79
2015-01-05,8.80,8.89,8.62,8.69,20925400,8.69
2015-01-02,8.35,8.35,8.35,8.35,000,8.35
2015-01-01,8.35,8.35,8.35,8.35,000,8.35
2014-12-31,8.40,8.43,8.08,8.35,15142200,8.35
2014-12-30,8.79,8.80,8.40,8.43,20137800,8.43
2014-12-29,8.69,9.08,8.62,8.90,37462600,8.90
2014-12-26,8.20,8.69,8.20,8.51,29947000,8.51
2014-12-25,7.89,8.06,7.86,7.98,12250500,7.98
2014-12-24,7.80,7.90,7.73,7.88,11655300,7.88
2014-12-23,7.95,8.00,7.51,7.73,21365200,7.73
2014-12-22,8.60,8.65,7.88,7.88,32654400,7.88
2014-12-19,8.74,8.89,8.60,8.76,15514300,8.76
2014-12-18,8.73,8.95,8.65,8.75,14418600,8.75
2014-12-17,9.03,9.03,8.58,8.75,22342100,8.75
2014-12-16,9.02,9.04,8.91,9.03,17454800,9.03
2014-12-15,8.93,9.17,8.80,9.15,14943000,9.15
2014-12-12,9.05,9.11,8.92,8.99,14276500,8.99
2014-12-11,8.90,9.21,8.73,9.11,22713700,9.11
2014-12-10,8.47,9.00,8.47,8.90,22690700,8.90
