Date,Open,High,Low,Close,Volume,Adj Close
2015-04-08,10.63,10.70,10.20,10.33,11229600,10.33
2015-04-07,10.30,10.70,10.30,10.63,13232500,10.63
2015-04-06,10.28,10.28,10.28,10.28,000,10.28
2015-04-03,10.20,10.39,10.05,10.28,11911500,10.28
2015-04-02,10.05,10.21,9.91,10.21,13983800,10.21
2015-04-01,9.66,10.22,9.66,10.05,15211400,10.05
2015-03-31,9.91,9.99,9.65,9.70,11768300,9.70
2015-03-30,9.65,9.98,9.52,9.91,16625100,9.91
2015-03-27,9.56,9.74,9.54,9.64,7965700,9.64
2015-03-26,9.57,9.70,9.18,9.55,8543000,9.55
2015-03-25,9.65,9.68,9.45,9.57,8373300,9.57
2015-03-24,9.27,9.77,9.15,9.70,16976100,9.70
2015-03-23,9.20,9.40,9.17,9.37,10357600,9.37
2015-03-20,9.11,9.18,9.05,9.16,5967100,9.16
2015-03-19,9.02,9.15,8.91,9.09,8466500,9.09
2015-03-18,8.86,9.03,8.82,9.02,7479500,9.02
2015-03-17,8.80,8.94,8.73,8.86,7860500,8.86
2015-03-16,8.60,8.81,8.60,8.79,6424600,8.79
2015-03-13,8.41,8.59,8.41,8.57,3678800,8.57
2015-03-12,8.58,8.65,8.41,8.41,4075000,8.41
2015-03-11,8.62,8.71,8.58,8.58,4337700,8.58
2015-03-10,8.56,8.75,8.53,8.66,7576300,8.66
2015-03-09,8.48,8.77,8.46,8.76,8705200,8.76
2015-03-06,8.44,8.54,8.40,8.49,4297800,8.49
2015-03-05,8.57,8.57,8.33,8.44,4438700,8.44
2015-03-04,8.47,8.60,8.47,8.58,3920900,8.58
2015-03-03,8.43,8.58,8.38,8.51,4569200,8.51
2015-03-02,8.52,8.55,8.39,8.49,4833700,8.49
2015-02-27,8.31,8.53,8.25,8.47,4681600,8.47
2015-02-26,8.09,8.33,8.09,8.31,3399000,8.31
2015-02-25,8.16,8.18,8.05,8.12,2148300,8.12
2015-02-24,8.16,8.16,8.16,8.16,000,8.16
2015-02-23,8.16,8.16,8.16,8.16,000,8.16
2015-02-20,8.16,8.16,8.16,8.16,000,8.16
2015-02-19,8.16,8.16,8.16,8.16,000,8.16
2015-02-18,8.16,8.16,8.16,8.16,000,8.16
2015-02-17,8.19,8.25,8.10,8.16,2164000,8.16
2015-02-16,8.05,8.29,7.97,8.19,4956300,8.19
2015-02-13,7.85,8.05,7.83,8.03,3467700,8.03
2015-02-12,7.80,7.88,7.80,7.85,1836200,7.85
2015-02-11,7.79,7.91,7.75,7.82,1817800,7.82
2015-02-10,7.70,7.86,7.70,7.80,2125300,7.80
2015-02-09,7.58,7.77,7.55,7.70,1865500,7.70
2015-02-06,7.80,7.81,7.58,7.63,2814000,7.63
2015-02-05,8.05,8.07,7.78,7.80,3818400,7.80
2015-02-04,8.06,8.07,7.88,7.92,4569100,7.92
2015-02-03,8.01,8.08,7.87,8.04,4744000,8.04
2015-02-02,8.16,8.21,7.84,8.00,10211500,8.00
2015-01-30,9.04,9.04,8.60,8.71,7604900,8.71
2015-01-29,8.92,9.13,8.80,9.11,9407900,9.11
2015-01-28,8.50,9.05,8.50,8.94,11027000,8.94
2015-01-27,8.50,8.66,8.50,8.62,3396100,8.62
2015-01-26,8.47,8.64,8.37,8.60,4655500,8.60
2015-01-23,8.33,8.65,8.25,8.57,5837800,8.57
2015-01-22,8.22,8.38,8.16,8.36,4942300,8.36
2015-01-21,8.10,8.31,8.02,8.27,5590300,8.27
2015-01-20,7.46,8.07,7.46,8.03,5824100,8.03
2015-01-19,7.55,7.63,7.40,7.50,2417900,7.50
2015-01-16,7.67,7.67,7.57,7.65,1093500,7.65
2015-01-15,7.57,7.62,7.53,7.60,1128700,7.60
2015-01-14,7.58,7.68,7.53,7.60,1375400,7.60
2015-01-13,7.48,7.65,7.48,7.62,964600,7.62
2015-01-12,7.75,7.75,7.48,7.54,1432300,7.54
2015-01-09,7.89,7.94,7.80,7.82,1290300,7.82
2015-01-08,7.90,7.99,7.86,7.89,1275600,7.89
2015-01-07,7.99,8.09,7.84,7.90,1566600,7.90
2015-01-06,7.96,8.18,7.90,7.99,2707700,7.99
2015-01-05,7.75,7.84,7.66,7.81,2046900,7.81
2015-01-02,7.63,7.63,7.63,7.63,000,7.63
2015-01-01,7.63,7.63,7.63,7.63,000,7.63
2014-12-31,7.63,7.73,7.55,7.63,2006400,7.63
2014-12-30,7.58,7.92,7.50,7.63,1917900,7.63
2014-12-29,7.86,7.86,7.50,7.62,2268700,7.62
2014-12-26,7.96,7.96,7.84,7.90,1482800,7.90
2014-12-25,8.08,8.09,7.82,7.96,2272700,7.96
2014-12-24,7.95,8.16,7.92,8.08,3058900,8.08
2014-12-23,7.42,7.78,7.42,7.77,2077200,7.77
2014-12-22,7.88,8.02,7.36,7.56,4090300,7.56
2014-12-19,8.22,8.22,7.88,7.94,3760900,7.94
2014-12-18,8.25,8.34,8.21,8.22,1565100,8.22
2014-12-17,8.43,8.49,8.22,8.25,2608800,8.25
2014-12-16,8.60,8.62,8.34,8.51,2950600,8.51
2014-12-15,8.40,8.61,8.32,8.58,3320400,8.58
2014-12-12,8.39,8.44,8.31,8.41,1982800,8.41
2014-12-11,8.19,8.44,8.17,8.39,3329000,8.39
2014-12-10,8.01,8.29,7.90,8.19,3474000,8.19
