Date,Open,High,Low,Close,Volume,Adj Close
2015-04-08,15.34,15.34,14.70,15.01,35179400,15.01
2015-04-07,15.14,15.46,15.13,15.28,34249400,15.28
2015-04-06,15.21,15.21,15.21,15.21,000,15.21
2015-04-03,14.90,15.53,14.73,15.21,34028900,15.21
2015-04-02,14.80,14.96,14.65,14.88,27078200,14.88
2015-04-01,14.62,14.99,14.53,14.75,33855500,14.75
2015-03-31,14.17,15.03,14.08,14.67,51103300,14.67
2015-03-30,13.80,14.15,13.80,14.02,30093100,14.02
2015-03-27,13.77,13.87,13.64,13.73,20439700,13.73
2015-03-26,13.80,13.98,13.68,13.77,20141000,13.77
2015-03-25,13.81,14.05,13.65,13.75,27244700,13.75
2015-03-24,14.18,14.19,13.57,13.90,40649900,13.90
2015-03-23,14.10,14.24,13.85,14.18,60725800,14.18
2015-03-20,14.34,14.49,14.16,14.29,28401700,14.29
2015-03-19,13.82,14.43,13.66,14.34,48438200,14.34
2015-03-18,13.65,13.98,13.60,13.72,26402900,13.72
2015-03-17,13.90,13.91,13.47,13.63,37542000,13.63
2015-03-16,13.60,14.14,13.28,13.78,44493400,13.78
2015-03-13,12.53,13.45,12.48,13.39,50406200,13.39
2015-03-12,12.30,12.49,12.20,12.48,27600800,12.48
2015-03-11,12.25,12.36,12.12,12.24,14504800,12.24
2015-03-10,11.90,12.29,11.90,12.22,20490500,12.22
2015-03-09,11.81,11.93,11.58,11.86,21754000,11.86
2015-03-06,12.13,12.24,11.80,11.89,15770600,11.89
2015-03-05,12.54,12.65,12.08,12.13,17469100,12.13
2015-03-04,12.33,12.80,12.21,12.54,19835700,12.54
2015-03-03,12.30,12.44,12.14,12.19,20061800,12.19
2015-03-02,12.26,12.48,12.22,12.35,17097200,12.35
2015-02-27,12.05,12.29,11.96,12.16,14248600,12.16
2015-02-26,11.77,12.02,11.65,12.02,11228500,12.02
2015-02-25,11.68,11.93,11.58,11.77,12293300,11.77
2015-02-24,11.63,11.63,11.63,11.63,000,11.63
2015-02-23,11.63,11.63,11.63,11.63,000,11.63
2015-02-20,11.63,11.63,11.63,11.63,000,11.63
2015-02-19,11.63,11.63,11.63,11.63,000,11.63
2015-02-18,11.63,11.63,11.63,11.63,000,11.63
2015-02-17,11.64,11.72,11.59,11.63,10268700,11.63
2015-02-16,11.61,11.62,11.45,11.57,10360100,11.57
2015-02-13,11.51,11.72,11.50,11.51,12113800,11.51
2015-02-12,11.23,11.52,11.12,11.48,9812500,11.48
2015-02-11,11.15,11.20,11.10,11.18,7279800,11.18
2015-02-10,10.90,11.10,10.83,11.09,8423300,11.09
2015-02-09,10.79,11.06,10.67,10.91,8360500,10.91
2015-02-06,11.13,11.20,10.76,10.82,15277200,10.82
2015-02-05,11.75,11.76,11.25,11.26,17664900,11.26
2015-02-04,11.70,11.91,11.47,11.47,10781500,11.47
2015-02-03,11.58,11.73,11.39,11.67,11335100,11.67
2015-02-02,11.73,11.73,11.40,11.46,12837800,11.46
2015-01-30,12.04,12.33,11.94,11.94,14669000,11.94
2015-01-29,11.94,12.21,11.79,12.00,16020000,12.00
2015-01-28,12.30,12.35,11.99,12.05,16161200,12.05
2015-01-27,12.10,12.44,12.03,12.37,24276600,12.37
2015-01-26,11.90,12.15,11.73,12.07,19515000,12.07
2015-01-23,11.90,12.10,11.72,11.80,17664500,11.80
2015-01-22,11.62,11.88,11.53,11.88,16568000,11.88
2015-01-21,11.18,11.70,11.14,11.60,20867100,11.60
2015-01-20,11.08,11.38,11.01,11.13,19361100,11.13
2015-01-19,11.37,11.87,11.01,11.01,35161400,11.01
2015-01-16,12.39,12.42,12.15,12.23,18217300,12.23
2015-01-15,12.05,12.33,11.92,12.33,20054300,12.33
2015-01-14,12.00,12.25,11.91,12.06,14207300,12.06
2015-01-13,11.86,12.07,11.79,11.96,12700700,11.96
2015-01-12,12.28,12.29,11.73,11.81,22610000,11.81
2015-01-09,12.50,12.86,12.22,12.23,22662400,12.23
2015-01-08,13.38,13.38,12.50,12.57,21009100,12.57
2015-01-07,13.15,13.43,12.71,12.98,26122200,12.98
2015-01-06,13.15,13.15,12.51,12.95,34030700,12.95
2015-01-05,13.07,13.45,12.80,13.26,36405100,13.26
2015-01-02,12.84,12.84,12.84,12.84,000,12.84
2015-01-01,12.84,12.84,12.84,12.84,000,12.84
2014-12-31,12.46,12.95,12.36,12.84,28666500,12.84
2014-12-30,12.40,12.68,12.30,12.41,21814800,12.41
2014-12-29,12.88,13.30,12.30,12.46,41867700,12.46
2014-12-26,12.20,12.80,12.02,12.74,38611600,12.74
2014-12-25,11.64,12.05,11.45,11.98,27341000,11.98
2014-12-24,12.06,12.24,11.29,11.54,35417300,11.54
2014-12-23,13.00,13.01,11.85,11.90,43287800,11.90
2014-12-22,13.32,14.00,12.81,13.17,44671200,13.17
2014-12-19,12.60,13.37,12.46,13.27,37989700,13.27
2014-12-18,12.66,12.96,12.45,12.69,27036000,12.69
2014-12-17,12.89,13.31,12.08,12.73,54490900,12.73
2014-12-16,11.80,12.79,11.72,12.73,46171100,12.73
2014-12-15,11.00,12.09,10.91,11.73,38797300,11.73
2014-12-12,11.37,11.65,11.09,11.17,32108600,11.17
2014-12-11,11.30,11.89,11.17,11.45,40717100,11.45
2014-12-10,10.99,11.40,10.70,11.40,47045700,11.40
