Date,Open,High,Low,Close,Volume,Adj Close
2015-04-08,10.80,10.80,9.91,10.44,20431600,10.44
2015-04-07,9.29,10.22,9.25,10.22,18482400,10.22
2015-04-06,9.29,9.29,9.29,9.29,000,9.29
2015-04-03,8.66,9.50,8.60,9.29,17714200,9.29
2015-04-02,8.56,8.84,8.45,8.75,12706800,8.75
2015-04-01,8.32,8.65,8.23,8.60,15306300,8.60
2015-03-31,8.68,8.82,8.30,8.32,16880500,8.32
2015-03-30,8.34,8.79,8.10,8.55,23653300,8.55
2015-03-27,8.00,8.44,7.90,8.30,19918700,8.30
2015-03-26,8.20,8.47,7.97,7.97,31130200,7.97
2015-03-25,7.57,7.75,7.46,7.70,11601400,7.70
2015-03-24,7.78,7.84,7.16,7.69,21909500,7.69
2015-03-23,7.70,7.80,7.52,7.78,21733100,7.78
2015-03-20,7.70,7.70,7.52,7.56,11563200,7.56
2015-03-19,7.76,7.76,7.58,7.64,12002800,7.64
2015-03-18,7.73,7.84,7.58,7.81,16267800,7.81
2015-03-17,8.00,8.15,7.54,7.73,22271200,7.73
2015-03-16,7.45,7.85,7.26,7.71,18772600,7.71
2015-03-13,7.47,7.65,7.05,7.40,22296700,7.40
2015-03-12,7.30,7.69,7.22,7.55,27704600,7.55
2015-03-11,6.75,7.18,6.69,6.99,17892400,6.99
2015-03-10,6.80,6.81,6.56,6.80,14721400,6.80
2015-03-09,6.47,6.85,6.42,6.82,13223700,6.82
2015-03-06,6.80,6.80,6.54,6.57,11624100,6.57
2015-03-05,6.60,6.79,6.40,6.78,21183800,6.78
2015-03-04,6.70,6.77,6.45,6.66,17591300,6.66
2015-03-03,6.90,6.97,6.60,6.70,33492300,6.70
2015-03-02,6.15,6.66,6.15,6.66,32150800,6.66
2015-02-27,5.84,6.10,5.72,6.05,25320100,6.05
2015-02-26,5.28,5.81,5.28,5.81,29375800,5.81
2015-02-25,5.39,5.41,5.25,5.28,7403700,5.28
2015-02-24,5.39,5.39,5.39,5.39,000,5.39
2015-02-23,5.39,5.39,5.39,5.39,000,5.39
2015-02-20,5.39,5.39,5.39,5.39,000,5.39
2015-02-19,5.39,5.39,5.39,5.39,000,5.39
2015-02-18,5.39,5.39,5.39,5.39,000,5.39
2015-02-17,5.37,5.42,5.26,5.39,7171800,5.39
2015-02-16,5.30,5.46,5.25,5.38,9246100,5.38
2015-02-13,5.16,5.38,5.16,5.30,14297200,5.30
2015-02-12,5.07,5.12,5.05,5.10,4509100,5.10
2015-02-11,5.04,5.10,5.01,5.07,3324800,5.07
2015-02-10,5.01,5.07,4.99,5.02,3609800,5.02
2015-02-09,5.01,5.09,4.98,5.00,3549000,5.00
2015-02-06,5.09,5.18,5.00,5.04,8971300,5.04
2015-02-05,5.13,5.22,5.06,5.06,5225000,5.06
2015-02-04,5.10,5.14,5.03,5.07,5896200,5.07
2015-02-03,5.05,5.11,5.02,5.10,4950800,5.10
2015-02-02,5.10,5.14,5.03,5.04,5442500,5.04
2015-01-30,5.16,5.19,5.04,5.12,5887000,5.12
2015-01-29,5.23,5.23,5.13,5.16,5334400,5.16
2015-01-28,5.29,5.32,5.22,5.27,5701200,5.27
2015-01-27,5.17,5.31,5.16,5.28,13179500,5.28
2015-01-26,5.08,5.17,5.05,5.16,8767700,5.16
2015-01-23,5.19,5.20,5.05,5.08,10806600,5.08
2015-01-22,5.17,5.20,5.08,5.18,9388000,5.18
2015-01-21,5.01,5.19,4.97,5.16,10411700,5.16
2015-01-20,4.95,5.03,4.91,5.00,9031500,5.00
2015-01-19,5.24,5.24,4.83,4.92,17137900,4.92
2015-01-16,5.50,5.52,5.27,5.35,16381600,5.35
2015-01-15,5.44,5.62,5.41,5.48,10272100,5.48
2015-01-14,5.37,5.93,5.37,5.70,26371300,5.70
2015-01-13,5.97,5.97,5.97,5.97,000,5.97
2015-01-12,5.97,5.97,5.97,5.97,000,5.97
2015-01-09,5.97,5.97,5.97,5.97,000,5.97
2015-01-08,5.97,5.97,5.97,5.97,000,5.97
2015-01-07,5.97,5.97,5.97,5.97,000,5.97
2015-01-06,5.97,5.97,5.97,5.97,000,5.97
2015-01-05,5.97,5.97,5.97,5.97,000,5.97
2015-01-02,5.97,5.97,5.97,5.97,000,5.97
2015-01-01,5.97,5.97,5.97,5.97,000,5.97
2014-12-31,5.97,5.97,5.97,5.97,000,5.97
2014-12-30,5.97,5.97,5.97,5.97,000,5.97
2014-12-29,5.97,5.97,5.97,5.97,000,5.97
2014-12-26,5.97,5.97,5.97,5.97,000,5.97
2014-12-25,5.97,5.97,5.97,5.97,000,5.97
2014-12-24,5.97,5.97,5.97,5.97,000,5.97
2014-12-23,5.97,5.97,5.97,5.97,000,5.97
2014-12-22,5.97,5.97,5.97,5.97,000,5.97
2014-12-19,5.97,5.97,5.97,5.97,000,5.97
2014-12-18,5.97,5.97,5.97,5.97,000,5.97
2014-12-17,5.97,5.97,5.97,5.97,000,5.97
2014-12-16,5.97,5.97,5.97,5.97,000,5.97
2014-12-15,5.97,5.97,5.97,5.97,000,5.97
2014-12-12,5.97,5.97,5.97,5.97,000,5.97
2014-12-11,5.97,5.97,5.97,5.97,000,5.97
2014-12-10,5.97,5.97,5.97,5.97,000,5.97
